filename,question,answer,datetime
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/NSSF业务及策略管理/NSSF功能开关配置/add_nssfcfgsubsw.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：移动国家码为460、移动网号为00、按签约NSSAI分配configuredNssai开关为关闭","START
ADD NSSFCFGSUBSW: MCC=""460"", MNC=""00"", CFGWITHSUBSW=FUNC_OFF;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/M2M/M2M关联的UPF组管理/rmv_m2mupfbindgrp.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：UPF组名称：upfgrp2，UPF实例标识：upf_instance_2","START
RMV M2MUPFBINDGRP: UPFGRPNAME=""upfgrp2"", UPFID=""upf_instance_2"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UPF选择管理/位置区域绑定5G TAI范围/lst_locbindn2tai.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：查询特定的UPF位置信息与UPF优先支持的TAI范围的绑定关系，其中UPF位置区为“locality1”，TAI为“46003130101”。","%%LST LOCBINDN2TAI: TAI=""46003130101"";%%
RETCODE = 0  操作成功

结果如下
--------
UPF位置区  =  locality1
移动国家码  =  460
移动网号  =  03
N2 TAC起始号段  =  130101
N2 TAC终止号段  =  130102
(结果个数 = 1)

---    END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/本地NRF功能管理/目标NF实例管理/add_tnfins.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：运营商B需要添加目标NF实例:索引为2，NF类型为UPF，支持的协议为https，目标NF实例名称为target_upf_1，域名为zte.com。","ADD TNFINS: TNFINSINDEX=2, TNFTYPE=UPF, SCHEMA=https,TNFINSNAME=""target_upf_1"",FQDN=""zte.com"";",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/平台服务管理/操作维护/性能统计管理/NCG性能对象管理/rmv_ncgfunction.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：NF实例号为“b”","START
RMV NCGFUNCTION: INSTANCEID=""b"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UE地址管理/UE地址池管理/地址分配位置区管理/地址分配N2TAC段/add_addrn2tacid.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：#步骤区域组索引：2456；TACGROUP名称：128-2C91A0；TAC区域段：0x000020-0x00003F","START
ADD ADDRN2TACID:TACGROUPNAME=128-2C91A0,TACSECNUM=2456,TACSTARTID=0x000020,TACENDID=0x00003F;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/速率控制/PLMN速率控制/APN Serving PLMN速率控制/lst_apnplmnratectrl.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：查询APN Serving PLMN速率控制配置（LST APNPLMNRATECTRL），参数：APN名称=test","%%LST APNPLMNRATECTRL: APN=""test"";%%",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/QoS/5GC QoS配置/5GC非缺省Flow QoS/mod_smfnondftqosctl.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：移动国家码为""460""，移动网号为""00""，控制类型为DNN_LEVEL，DNN为""exampleDNN""，上行最大速率 (千比特/秒)为5000，下行最大速率 (千比特/秒)为10000，上行保证速率 (千比特/秒)为2000，下行保证速率 (千比特/秒)为4000，超过带宽的处理为""DEGRADE""，绑定允许的5QI列表为""ENABLE""，允许的5QI列表索引为10，绑定允许的ARP列表为""DISABLE""","START
MOD SMFNONDFTQOSCTL:MCC=""460"",MNC=""00"",CTRLTYPE=DNN_LEVEL,DNN=""exampleDNN"",MFBRUL=5000,MFBRDL=10000,GFBRUL=2000,GFBRDL=4000,QOSACTION=DEGRADE,BINDALLOWED5QIS=ENABLE,ALLOWED5QIS=10,BINDALLOWEDARPS=DISABLE;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/紧急呼叫会话配置/rmv_smfemgcfg.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：运营商标识为1","START
RMV SMFEMGCFG:NOID=1;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/接入控制/获取PLMN管理/获取PLMN方式的优先级/set_plmnpriority.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：NODETYPE=GGSN,PRIORITYMODE=LOCAL,GGSN1STPRIORITY=SGSN_IP,GGSN2NDPRIORITY=RAI,GGSN3RDPRIORITY=ULI","START
SET PLMNPRIORITY:NODETYPE=GGSN,PRIORITYMODE=LOCAL,GGSN1STPRIORITY=SGSN_IP,GGSN2NDPRIORITY=RAI,GGSN3RDPRIORITY=ULI;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/PFCP接口管理/UP管理/UP跟踪区管理/UP区域管理/add_uparea.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：UPF服务区名称：UPAREA2，UPF服务区类型：N2TAI","START
ADD UPAREA: AREANAME=""UPAREA2"", AREATYPE=N2TAI;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UE地址管理/UE地址池管理/地址池管理/rmv_addrpool.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：POOLNAME=lap","START
RMV ADDRPOOL: POOLNAME=lap;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/本地NRF功能管理/对端LMF信息管理/rmv_pnflmfinfo.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：NF实例标识：LMF_Instance_1，LMF标识：0002","START
RMV PNFLMFINFO: NFINSTANCEID=""LMF_Instance_1"", LMFID=""0002"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/SM原因值管理/原因值映射组管理/add_smcausegrp.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：#步骤区域组索引：2450；TACGROUP名称：128-3D9FA0；TAC区域段：123077-123077","START
ADD TACGROUPINNSSF:INDEX=2450, TACGROUPNAME=""128-3D9FA0"", TACSTART=""123077"", TACEND=""123077"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/GGSN和P-GW Proxy/计费特征值/add_ccvalue.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：#计费特征组名称：c1；计费特征值：0x1234","START
ADD CCVALUE: CCGROUPNAME=""c1"", CCVALUE=""0x1234"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/接入管理运维/流控管理/基于ARP的DDN消息优先级管理/add_ddnpriorityarp.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：ARP数值：12，优先级：DDN_HIGH","START
ADD DDNPRIORITYARP: ARP=12, PRIORITY=DDN_HIGH;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/本地NRF功能管理/对端NF服务切片信息管理/add_pnfallowednfns.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：NF实例标识：AMF_Instance_1，服务实例标识：Service_Instance_1，SST：5，SD：020202","START
ADD PNFALLOWEDNFNS: NFINSTANCEID=""AMF_Instance_1"", SRVINSTANCEID=""Service_Instance_1"", SST=5, SD=""020202"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/NF TAI信息管理/add_nftai.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：NF实例名称：SMF_Instance_1；移动国家代码：460；移动网号：02；跟踪区域码：000002","START
ADD NFTAI: NFINSTANCENAME=""SMF_Instance_1"", MCC=""460"", MNC=""02"", TAC=""000002"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UE地址管理/IPv6接口标识管理/APN IPv6接口标识管理/set_apnipv6infid.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：APN名称为apn2，配置IMSI作为IPv6 Interface ID的功能为DISABLE。","START
SET APNIPV6INFID: APN=""apn2"", IMSI=DISABLE;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/接入管理运维/SMF公共配置/空闲上下文定时器/set_dftidletime.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：开启SGW-C空闲上下文核查开关，设置GUL承载级别参数为会话级，承载定时器时长为1000分钟。","START
SET DFTIDLETIME: SCTXCHKSW=ENABLE, GULTIMERLEVEL=SESSION, BEARERTIMER=1000;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UE地址管理/UE地址池管理/地址段管理/rmv_section.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：地址池名称：pool2；地址段号：1","START
RMV SECTION:POOLNAME=""pool2"",SECTIONNUM=1;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/本地NRF功能管理/对端LMF信息管理/add_pnflmfinfo.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：NF实例标识：AMF_Instance_1，LMF标识：0002，外部客户端类型：VALUE_ADDED_SERVICES","START
ADD PNFLMFINFO: NFINSTANCEID=""AMF_Instance_1"", LMFID=""0002"", CLIENTTYPES=""VALUE_ADDED_SERVICES"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/NRF管理/NRF参数管理/注册与订阅管理/mod_subcondition.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：目标NF类型为NfSMF，订阅条件为NfInstanceId和NFType，通知事件为NF_REGISTERED和NF_DEREGISTERED","START
MOD SUBCONDITION: NFTYPE=NfSMF, CONDITION=NfInstanceId-1&NFType-1&ServiceName-0&AmfRegionId-0&AmfSetId-0&GuamiList-0&PlmnId-0&NetworkSlice-0&NfGroup-0&Rev1-0&Rev2-0&Rev3-0, REQNOTIFEVENT=NF_REGISTERED-1&NF_DEREGISTERED-1&NF_PROFILE_CHANGED-0;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/会话协议参数管理/会话策略管理/5GC用户面安全策略管理/rmv_dnnransecplcy.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：DNN = ""example.com"", NSIDX = 1234","START
RMV DNNRANSECPLCY:DNN=""example.com"", NSIDX=1234;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/网络切片内DNN管理/rmv_nsdnn.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：#网络切片索引：1234；数据网络名称：example.net","START
RMV NSDNN: NSIDX=1234, DNN=""example.net"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/PFCP接口管理/UP管理/UP节点协议兼容性管理/mod_upcmpt.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：修改UPF实例标识为""upf_instance_2""的UP节点协议兼容性配置，APP/DNN的编码格式为WITHOI，网络切片选择辅助信息为""ON（开启）""，Node ID信元FQDN编码格式为""DOT（点分格式）""。","START
MOD UPCMPT:UPFINSTANCEID=""upf_instance_2"",APNPOLICY=WITHOI,SNSSAI=ON,NODEIDFQDNFMT=DOT;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/接入管理运维/DDN消息携带的属性/set_ddnattr.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：EBI=Enable, EBIVALUE=TriDDNBearer, ARP=Disable, ARPVALUE=TriDDNBearer,DELAYSW=DISABLE","START
SET DDNATTR: EBI=Enable, EBIVALUE=TriDDNBearer, ARP=Disable, ARPVALUE=TriDDNBearer,DELAYSW=DISABLE;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/计费暂停管理/SGW计费暂停管理/set_sgwchgpause.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：设置SGW的计费暂停能力相关参数，具体为：S1 Release触发计费暂停开关设为ENABLE，下行报文阈值触发计费暂停开关设为DISABLE，下行报文丢包阈值设为1000，计费暂停时下行报文处理动作为BUFFER","%%SET SGWCHGPAUSE: RELEASE=ENABLE, DATATHRESHOLDSW=DISABLE, DATATHRESHOLD=1000, DATAACTION=BUFFER;%%
RETCODE = 0  操作成功
---    END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/QoS/EPS QoS配置/EPS Qos映射ToS/DSCP/rmv_epsremark.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：QoS Profile名称为""qosprofile2""，QCI为""5""，ARP Priority Level为""10""","START
RMV EPSREMARK: QOSPROFILENAME=""qosprofile2"", QCI=5, ARPPL=10;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/服务区管理/rmv_nfsrvscope.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：NFINSTANCENAME为SMF_Instance_1的NF实例下删除服务区名称CityB。","START
RMV NFSRVSCOPE: NFINSTANCENAME=""SMF_Instance_1"", SCOPENAME=""CityB"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UPF选择管理/UPF负载均衡/set_uploadbalance.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：#步骤设置UP负载均衡功能：LOADCTRLFLG设为ENABLE，LIGHTLOAD设为30，HEAVYLOAD设为60，OVERLOADCTRLFLG设为ENABLE","START
SET UPLOADBALANCE:LOADCTRLFLG=ENABLE, LIGHTLOAD=30, HEAVYLOAD=60, OVERLOADCTRLFLG=ENABLE;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/PFCP接口管理/UP管理/UP故障管理/N3接口故障RAN组绑定管理/add_faultranbindgrp.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：PLMN=""46001"", RANNODETYPE=MACROENB, RANNODEID=100000, NODEIDLEN=20, RANGRPNAME=""group2""","START
ADD FAULTRANBINDGRP: PLMN=""46001"", RANNODETYPE=MACROENB, RANNODEID=100000, NODEIDLEN=20, RANGRPNAME=""group2"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/虚拟APN映射管理/基于LAC位置的虚拟APN映射管理/LAC组的LAC段/rmv_lacid.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：#步骤区域组索引：3000；LACGROUP名称：shanghai；LAC区域段：1","START
RMV LACID:LACGROUPNAME=""shanghai"",LACSECNUM=1;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/服务支持的切片配置管理/add_allowednfns.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：#步骤索引标识：1024；注册类型：REGNFPROFILE；NF实例名称：AMF_Instance_1；切片/服务类型：128；切片区分码：000001","START
ADD ALLOWEDNFNS: INDEX=1024, REGTYPE=RegNfProfile, NFINSTANCENAME=""AMF_Instance_1"", SST=128, SD=""000001"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/平台服务管理/操作维护/性能统计管理/AMF性能对象管理/rmv_peernfiplist.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：NFINSTANCEID=""bf33a517-7789-4637-b675-b3591b0d706b""，LOCALIP=""10.20.3.4""，PEERIP=""10.20.3.5""，MASK=""255.255.255.0""","START
RMV PEERNFIPLIST: NFINSTANCEID=""bf33a517-7789-4637-b675-b3591b0d706b"", LOCALIP=""10.20.3.4"", PEERIP=""10.20.3.5"", MASK=""255.255.255.0"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UE地址管理/静态地址黑名单管理/rmv_blacklist.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：名称：exampleblacklist","START
RMV BLACKLIST:NAME=""exampleblacklist"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UE地址管理/UE地址池管理/地址池组映射配置/rmv_poolgrpmap.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：删除地址池组和UPF组的映射关系，映射名称为：two","START
RMV POOLGRPMAP: MAPPINGNAME=""two"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UPF选择管理/用户绑定UPF/mod_imsibindup.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：IMSI起始值为123456789012345，接入类型为NG，主锚点UPF实例名称为MainUPF1，辅锚点UPF实例名称为AuxUPF2，N3/S1-U口UPF实例名称为N3UPF3。","START
MOD IMSIBINDUP: IMSI=""123456789012345"", ACCESSTYPE=NG, PAUPNFINSTNAME=""MainUPF1"", AUXUPNFINSTNAME=""AuxUPF2"", IMUPNFINSTNAME=""N3UPF3"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/虚拟APN映射管理/基于对接IP地址的虚拟APN映射管理/服务节点组的服务节点IP段/add_srvnodeip.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：服务节点组名称：huawei；服务节点IP地址段编号：2；IP版本：IPV4；服务节点IPV4地址段的起始地址：192.168.1.130；服务节点IPV4地址段的结束地址：192.168.1.150","START
ADD SRVNODEIP:GROUPNAME=""huawei"",IPSECTIONID=2,IPVERSION=IPV4,IPV4ADDRSTART=""192.168.1.130"",IPV4ADDREND=""192.168.1.150"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/QoS/EPS QoS配置/EPS QoS控制动作/add_epsqosaction.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：QOSPROFILENAME=test, QCI=9, GBRDL=1000, GBRDLACTION=DEGRADE, MBRDL=2000, MBRDLACTION=REJECT","START
ADD EPSQOSACTION:QOSPROFILENAME=""test"",QCI=9,GBRDL=1000,GBRDLACTION=DEGRADE,MBRDL=2000,MBRDLACTION=REJECT;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/M2M/M2M服务器/mod_m2mserver.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：GROUPNAME=m2msrvgroup01, SERVERINDEX=1, SERVERIPTYPE=IPV6, SERVERIPV6ADDR=2001:db8:bd0f:2d73::96de:fdf8:f53e, SERVERPORT=5859, REALMSWITCH=ENABLE, SERVERREALM=m2msrv.example.com","START
MOD M2MSERVER: GROUPNAME=""m2msrvgroup01"", SERVERINDEX=1, SERVERIPTYPE=IPV6, SERVERIPV6ADDR=""2001:db8:bd0f:2d73::96de:fdf8:f53e"", SERVERPORT=5859, REALMSWITCH=ENABLE, SERVERREALM=""m2msrv.example.com"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UPF选择管理/PSA绑定ATSSS/mod_psaupfbindatsss.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：PSA UPF实例名称：upf_none；ATSSS UPF实例名称：upf_atsss_2","START
MOD PSAUPFBINDATSSS: PSAUPFINSTNAME=""upf_none"", ATSSSINSTNAME=""upf_atsss_2"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UPF选择管理/DNAI粒度的优选UPF开关控制/rmv_dnaiupselply.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：删除DNAI粒度的优选UPF的开关，DNAI名称为example.com。","START
RMV DNAIUPSELPLY:DNAI=""example.com"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/平台服务管理/操作维护/性能统计管理/北向配置管理/rmv_uncvnfinfo.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：NRMNETYPE = AMF; VNFINSTANCEID = ""13204e79601644eb942eb4ae7dd6419b"";","RMV UNCVNFINFO: NRMNETYPE=AMF, VNFINSTANCEID=""13204e79601644eb942eb4ae7dd6419b"";",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/PFCP接口管理/UP管理/虚拟UPF管理/功能绑定管理/rmv_vupfidbindfunc.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：虚拟UPF实例标识为v_upf2,FUNCNAME为Muldnn","START
RMV VUPFIDBINDFUNC:VUPFINSTANCEID=""v_upf2"",FUNCNAME=MULDNN;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/平台服务管理/操作维护/性能统计管理/SMF性能对象管理/rmv_perfdnn.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：DNN = ""example.com""，MCC = ""123""，MNC = ""45""，SNSSAI = ""2-020202""。","START
RMV PERFDNN: DNN=""example.com"", MCC=""123"", MNC=""45"", SNSSAI=""2-020202"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/NSSF业务及策略管理/NSSF功能开关配置/rmv_nssfcfgsubsw.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：移动国家码为460、移动网号为00的记录","START
RMV NSSFCFGSUBSW: MCC=""460"", MNC=""00"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UE地址管理/UE地址池管理/地址池组映射配置/add_poolgrpmap.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：增加地址池组和UPF组的映射关系，映射名称是two，地址池组是poolgrp2，UPF组是upfgrp2，位置区组类型是TAC，位置区组名称是tacgrp2，APN名称是apn2。","ADD POOLGRPMAP: MAPPINGNAME=""two"", POOLGRPNAME=""poolgrp2"", UPFGRPNAME=""upfgrp2"", LOCATIONGRPTYPE=""TAC"", LOCATIONGRPNAME=""tacgrp2"", APN=""apn2"";",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/本地NRF功能管理/对端GMLC信息管理/mod_pnfgmlcinfo.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：NF实例标识为GMLC_Instance_1，外部客户端类型为VALUE_ADDED_SERVICES。","START
MOD PNFGMLCINFO: NFINSTANCEID=""GMLC_Instance_1"", CLIENTTYPES=VALUE_ADDED_SERVICES;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/会话管理/接入管理/UPF选择管理/ULCL分流部署策略/DNAI服务区域粒度的ULCL部署模式/mod_ulclareadpmode.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：APN名称：mobile1，数据网络访问标识：data1，DNAI服务区域名称：area1，ULCL部署模式：AUXSHUNTPREFER","START
MOD ULCLAREADPMODE:APN=""mobile1"",DNAI=""data1"",DNAREANAME=""area1"",ULCLDEPLOYMODE=AUXSHUNTPREFER;
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/服务化接口管理/注册与服务发现/本地NRF功能管理/对端NF实例网络切片标识管理/add_pnfnsilst.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：NF实例标识为AMF_Instance_1，NSI为10002","START
ADD PNFNSILST:NFINSTANCEID=""AMF_Instance_1"",NSI=""10002"";
END",09021920
UNC_20.9.5/OM参考/命令/UNC MML命令/业务服务管理/接口管理/PFCP接口管理/UP管理/UPF逻辑接口管理/rmv_uplogicintf.txt,"你是系统工程师，需要根据参数写业务脚本

根据参数，严格按例子中业务脚本格式，以START开始END结束，写业务脚本
参数：参数：UPF实例标识为upf_instance_2，逻辑接口类型为S1U，网络实例名称为telecom.com","START
RMV UPLOGICINTF: UPFINSTANCEID=""upf_instance_2"", ITFTYPE=S1U, NETWORKINSTNAME=""telecom.com"";
END",09021920
